,menu_name,menu_category,menu_image
1606,ข้าวผัดเนื้อ,"อาหารตามสั่ง, อาหารจานเดียว",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742834253/%E0%B8%95%E0%B8%B2%E0%B8%A1%E0%B8%AA%E0%B8%B1%E0%B9%88%E0%B8%87%20RiceHouse%20Halal%20food%20%28%E0%B8%95%E0%B8%B2%E0%B8%A1%E0%B8%AA%E0%B8%B1%E0%B9%88%E0%B8%87%20%E0%B9%84%E0%B8%A3%E0%B8%AA%E0%B9%8C%E0%B9%80%E0%B8%AE%E0%B9%89%E0%B8%B2%E0%B8%97%E0%B9%8C%20%E0%B8%AE%E0%B8%B2%E0%B8%A5%E0%B8%B2%E0%B8%A5%E0%B8%9F%E0%B8%B9%E0%B9%8A%E0%B8%94%29/%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%9C%E0%B8%B1%E0%B8%94%E0%B9%80%E0%B8%99%E0%B8%B7%E0%B9%89%E0%B8%AD.png
1607,ปลากะพงทอดน้ำปลา,"อาหารจานเดียว, อาหารทะเล",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742833961/%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%88%E0%B8%B4%E0%B8%9A/%E0%B8%9B%E0%B8%A5%E0%B8%B2%E0%B8%81%E0%B8%B0%E0%B8%9E%E0%B8%87%E0%B8%97%E0%B8%AD%E0%B8%94%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%9B%E0%B8%A5%E0%B8%B2.png
1608,กุ้งแช่น้ำปลา,"อาหารจานเดียว, อาหารทะเล",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742833953/%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%88%E0%B8%B4%E0%B8%9A/%E0%B8%81%E0%B8%B8%E0%B9%89%E0%B8%87%E0%B9%81%E0%B8%8A%E0%B9%88%E0%B8%99%E0%B9%89%E0%B8%B3%E0%B8%9B%E0%B8%A5%E0%B8%B2.png
1609,ปลาทับทิมทอดกระเทียม,"อาหารจานเดียว, อาหารทะเล",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742833964/%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%88%E0%B8%B4%E0%B8%9A/%E0%B8%9B%E0%B8%A5%E0%B8%B2%E0%B8%97%E0%B8%B1%E0%B8%9A%E0%B8%97%E0%B8%B4%E0%B8%A1%E0%B8%97%E0%B8%AD%E0%B8%94%E0%B8%81%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B8%A2%E0%B8%A1.png
1610,ยำผักบุ้งทอดกรอบ,อาหารจานเดียว,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742833985/%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%88%E0%B8%B4%E0%B8%9A/%E0%B8%A2%E0%B8%B3%E0%B8%9C%E0%B8%B1%E0%B8%81%E0%B8%9A%E0%B8%B8%E0%B9%89%E0%B8%87%E0%B8%97%E0%B8%AD%E0%B8%94%E0%B8%81%E0%B8%A3%E0%B8%AD%E0%B8%9A.png
1611,ข้าวไข่เจียวกุ้งสับ,"อาหารตามสั่ง, อาหารจานเดียว, อาหารทะเล",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742834307/%E0%B8%95%E0%B8%B2%E0%B8%A1%E0%B8%AA%E0%B8%B1%E0%B9%88%E0%B8%87%20RiceHouse%20Halal%20food%20%28%E0%B8%95%E0%B8%B2%E0%B8%A1%E0%B8%AA%E0%B8%B1%E0%B9%88%E0%B8%87%20%E0%B9%84%E0%B8%A3%E0%B8%AA%E0%B9%8C%E0%B9%80%E0%B8%AE%E0%B9%89%E0%B8%B2%E0%B8%97%E0%B9%8C%20%E0%B8%AE%E0%B8%B2%E0%B8%A5%E0%B8%B2%E0%B8%A5%E0%B8%9F%E0%B8%B9%E0%B9%8A%E0%B8%94%29/%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B9%84%E0%B8%82%E0%B9%88%E0%B9%80%E0%B8%88%E0%B8%B5%E0%B8%A2%E0%B8%A7%E0%B8%81%E0%B8%B8%E0%B9%89%E0%B8%87%E0%B8%AA%E0%B8%B1%E0%B8%9A.png
1612,ต้มจืดเต้าหู้ไก่สับ,อาหารจานเดียว,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742834313/%E0%B8%95%E0%B8%B2%E0%B8%A1%E0%B8%AA%E0%B8%B1%E0%B9%88%E0%B8%87%20RiceHouse%20Halal%20food%20%28%E0%B8%95%E0%B8%B2%E0%B8%A1%E0%B8%AA%E0%B8%B1%E0%B9%88%E0%B8%87%20%E0%B9%84%E0%B8%A3%E0%B8%AA%E0%B9%8C%E0%B9%80%E0%B8%AE%E0%B9%89%E0%B8%B2%E0%B8%97%E0%B9%8C%20%E0%B8%AE%E0%B8%B2%E0%B8%A5%E0%B8%B2%E0%B8%A5%E0%B8%9F%E0%B8%B9%E0%B9%8A%E0%B8%94%29/%E0%B8%95%E0%B9%89%E0%B8%A1%E0%B8%88%E0%B8%B7%E0%B8%94%E0%B9%80%E0%B8%95%E0%B9%89%E0%B8%B2%E0%B8%AB%E0%B8%B9%E0%B9%89%E0%B9%84%E0%B8%81%E0%B9%88%E0%B8%AA%E0%B8%B1%E0%B8%9A.png
1613,กะเพราหมูสับ(กับข้าว),อาหารไทย,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742833652/%E0%B8%81%E0%B8%B0%E0%B9%80%E0%B8%9E%E0%B8%A3%E0%B8%B2%E0%B8%96%E0%B8%B2%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B9%81%E0%B8%AB%E0%B9%89%E0%B8%87%E0%B8%AA%E0%B8%B9%E0%B8%95%E0%B8%A3%E0%B8%84%E0%B8%B8%E0%B8%93%E0%B9%81%E0%B8%A1%E0%B9%88%28%E0%B9%83%E0%B8%8A%E0%B9%89%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%AB%E0%B8%AD%E0%B8%A1%E0%B8%A1%E0%B8%B0%E0%B8%A5%E0%B8%B4%E0%B9%81%E0%B8%97%E0%B9%89%E0%B8%95%E0%B8%A3%E0%B8%B2%E0%B9%84%E0%B8%94%E0%B9%82%E0%B8%99%E0%B9%80%E0%B8%AA%E0%B8%B2%E0%B8%A3%E0%B9%8C%29/%E0%B8%81%E0%B8%B0%E0%B9%80%E0%B8%9E%E0%B8%A3%E0%B8%B2%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B8%AA%E0%B8%B1%E0%B8%9A%28%E0%B8%81%E0%B8%B1%E0%B8%9A%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%29.png
1614,ยำผักบุ้งกรอบ,อาหารจานเดียว,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742833982/%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%88%E0%B8%B4%E0%B8%9A/%E0%B8%A2%E0%B8%B3%E0%B8%9C%E0%B8%B1%E0%B8%81%E0%B8%9A%E0%B8%B8%E0%B9%89%E0%B8%87%E0%B8%81%E0%B8%A3%E0%B8%AD%E0%B8%9A.png
1615,กุ้งซอสมะขาม,"อาหารจานเดียว, อาหารทะเล",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742833946/%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%88%E0%B8%B4%E0%B8%9A/%E0%B8%81%E0%B8%B8%E0%B9%89%E0%B8%87%E0%B8%8B%E0%B8%AD%E0%B8%AA%E0%B8%A1%E0%B8%B0%E0%B8%82%E0%B8%B2%E0%B8%A1.png
1616,ผักบุ้งผัดกะปิ,อาหารจานเดียว,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742833976/%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%9A%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%88%E0%B8%B4%E0%B8%9A/%E0%B8%9C%E0%B8%B1%E0%B8%81%E0%B8%9A%E0%B8%B8%E0%B9%89%E0%B8%87%E0%B8%9C%E0%B8%B1%E0%B8%94%E0%B8%81%E0%B8%B0%E0%B8%9B%E0%B8%B4.png
1617,กะเพราเนื้อชิ้นราดข้าว,"อาหารไทย, อาหารจานเดียว",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742833664/%E0%B8%81%E0%B8%B0%E0%B9%80%E0%B8%9E%E0%B8%A3%E0%B8%B2%E0%B8%96%E0%B8%B2%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B9%81%E0%B8%AB%E0%B9%89%E0%B8%87%E0%B8%AA%E0%B8%B9%E0%B8%95%E0%B8%A3%E0%B8%84%E0%B8%B8%E0%B8%93%E0%B9%81%E0%B8%A1%E0%B9%88%28%E0%B9%83%E0%B8%8A%E0%B9%89%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%AB%E0%B8%AD%E0%B8%A1%E0%B8%A1%E0%B8%B0%E0%B8%A5%E0%B8%B4%E0%B9%81%E0%B8%97%E0%B9%89%E0%B8%95%E0%B8%A3%E0%B8%B2%E0%B9%84%E0%B8%94%E0%B9%82%E0%B8%99%E0%B9%80%E0%B8%AA%E0%B8%B2%E0%B8%A3%E0%B9%8C%29/%E0%B8%81%E0%B8%B0%E0%B9%80%E0%B8%9E%E0%B8%A3%E0%B8%B2%E0%B9%80%E0%B8%99%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%8A%E0%B8%B4%E0%B9%89%E0%B8%99%E0%B8%A3%E0%B8%B2%E0%B8%94%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7.png
1618,ข้าวคลุกปลาทู และไข่ต้ม,"อาหารไทย, อาหารจานเดียว",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742833679/%E0%B8%81%E0%B8%B0%E0%B9%80%E0%B8%9E%E0%B8%A3%E0%B8%B2%E0%B8%96%E0%B8%B2%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B9%81%E0%B8%AB%E0%B9%89%E0%B8%87%E0%B8%AA%E0%B8%B9%E0%B8%95%E0%B8%A3%E0%B8%84%E0%B8%B8%E0%B8%93%E0%B9%81%E0%B8%A1%E0%B9%88%28%E0%B9%83%E0%B8%8A%E0%B9%89%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%AB%E0%B8%AD%E0%B8%A1%E0%B8%A1%E0%B8%B0%E0%B8%A5%E0%B8%B4%E0%B9%81%E0%B8%97%E0%B9%89%E0%B8%95%E0%B8%A3%E0%B8%B2%E0%B9%84%E0%B8%94%E0%B9%82%E0%B8%99%E0%B9%80%E0%B8%AA%E0%B8%B2%E0%B8%A3%E0%B9%8C%29/%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%84%E0%B8%A5%E0%B8%B8%E0%B8%81%E0%B8%9B%E0%B8%A5%E0%B8%B2%E0%B8%97%E0%B8%B9%20%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B9%84%E0%B8%82%E0%B9%88%E0%B8%95%E0%B9%89%E0%B8%A1.png
1619,เมี่ยงรวมชุดใหญ่,"อาหารไทย, อาหารจานเดียว",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742833806/%E0%B8%81%E0%B8%B0%E0%B9%80%E0%B8%9E%E0%B8%A3%E0%B8%B2%E0%B8%96%E0%B8%B2%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B9%81%E0%B8%AB%E0%B9%89%E0%B8%87%E0%B8%AA%E0%B8%B9%E0%B8%95%E0%B8%A3%E0%B8%84%E0%B8%B8%E0%B8%93%E0%B9%81%E0%B8%A1%E0%B9%88%28%E0%B9%83%E0%B8%8A%E0%B9%89%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%AB%E0%B8%AD%E0%B8%A1%E0%B8%A1%E0%B8%B0%E0%B8%A5%E0%B8%B4%E0%B9%81%E0%B8%97%E0%B9%89%E0%B8%95%E0%B8%A3%E0%B8%B2%E0%B9%84%E0%B8%94%E0%B9%82%E0%B8%99%E0%B9%80%E0%B8%AA%E0%B8%B2%E0%B8%A3%E0%B9%8C%29/%E0%B9%80%E0%B8%A1%E0%B8%B5%E0%B9%88%E0%B8%A2%E0%B8%87%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B8%8A%E0%B8%B8%E0%B8%94%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88.png
1620,ยำปลาร้ากุ้งสุก,"อาหารไทย, อาหารอีสาน",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742833767/%E0%B8%81%E0%B8%B0%E0%B9%80%E0%B8%9E%E0%B8%A3%E0%B8%B2%E0%B8%96%E0%B8%B2%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B9%81%E0%B8%AB%E0%B9%89%E0%B8%87%E0%B8%AA%E0%B8%B9%E0%B8%95%E0%B8%A3%E0%B8%84%E0%B8%B8%E0%B8%93%E0%B9%81%E0%B8%A1%E0%B9%88%28%E0%B9%83%E0%B8%8A%E0%B9%89%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%AB%E0%B8%AD%E0%B8%A1%E0%B8%A1%E0%B8%B0%E0%B8%A5%E0%B8%B4%E0%B9%81%E0%B8%97%E0%B9%89%E0%B8%95%E0%B8%A3%E0%B8%B2%E0%B9%84%E0%B8%94%E0%B9%82%E0%B8%99%E0%B9%80%E0%B8%AA%E0%B8%B2%E0%B8%A3%E0%B9%8C%29/%E0%B8%A2%E0%B8%B3%E0%B8%9B%E0%B8%A5%E0%B8%B2%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%81%E0%B8%B8%E0%B9%89%E0%B8%87%E0%B8%AA%E0%B8%B8%E0%B8%81.png
1621,ข้าวไข่เจียว,"อาหารตามสั่ง, อาหารจานเดียว",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742834303/%E0%B8%95%E0%B8%B2%E0%B8%A1%E0%B8%AA%E0%B8%B1%E0%B9%88%E0%B8%87%20RiceHouse%20Halal%20food%20%28%E0%B8%95%E0%B8%B2%E0%B8%A1%E0%B8%AA%E0%B8%B1%E0%B9%88%E0%B8%87%20%E0%B9%84%E0%B8%A3%E0%B8%AA%E0%B9%8C%E0%B9%80%E0%B8%AE%E0%B9%89%E0%B8%B2%E0%B8%97%E0%B9%8C%20%E0%B8%AE%E0%B8%B2%E0%B8%A5%E0%B8%B2%E0%B8%A5%E0%B8%9F%E0%B8%B9%E0%B9%8A%E0%B8%94%29/%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B9%84%E0%B8%82%E0%B9%88%E0%B9%80%E0%B8%88%E0%B8%B5%E0%B8%A2%E0%B8%A7.png
1622,ข้าวไข่เจียวไก่สับ,"อาหารตามสั่ง, อาหารจานเดียว",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742834310/%E0%B8%95%E0%B8%B2%E0%B8%A1%E0%B8%AA%E0%B8%B1%E0%B9%88%E0%B8%87%20RiceHouse%20Halal%20food%20%28%E0%B8%95%E0%B8%B2%E0%B8%A1%E0%B8%AA%E0%B8%B1%E0%B9%88%E0%B8%87%20%E0%B9%84%E0%B8%A3%E0%B8%AA%E0%B9%8C%E0%B9%80%E0%B8%AE%E0%B9%89%E0%B8%B2%E0%B8%97%E0%B9%8C%20%E0%B8%AE%E0%B8%B2%E0%B8%A5%E0%B8%B2%E0%B8%A5%E0%B8%9F%E0%B8%B9%E0%B9%8A%E0%B8%94%29/%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B9%84%E0%B8%82%E0%B9%88%E0%B9%80%E0%B8%88%E0%B8%B5%E0%B8%A2%E0%B8%A7%E0%B9%84%E0%B8%81%E0%B9%88%E0%B8%AA%E0%B8%B1%E0%B8%9A.png
1623,แป้งนาน,อาหารอินเดีย,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742834540/%E0%B8%99%E0%B8%B2%E0%B8%96%E0%B8%B0%20S.O.S%20%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88%20%28%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%94%E0%B8%B7%E0%B9%88%E0%B8%A1%2C%20%E0%B9%80%E0%B8%9A%E0%B9%80%E0%B8%81%E0%B8%AD%E0%B8%A3%E0%B8%B5%E0%B9%88%29%20%28%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%B2%E0%B8%96%E0%B8%B0%E0%B9%80%E0%B8%AD%E0%B8%AA%E0%B9%82%E0%B8%AD%E0%B9%80%E0%B8%AD%E0%B8%AA%29/%E0%B9%81%E0%B8%9B%E0%B9%89%E0%B8%87%E0%B8%99%E0%B8%B2%E0%B8%99.png
1624,ลาบเต้าหู้,อาหารไทย,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742834460/%E0%B8%99%E0%B8%B2%E0%B8%96%E0%B8%B0%20S.O.S%20%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88%20%28%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%94%E0%B8%B7%E0%B9%88%E0%B8%A1%2C%20%E0%B9%80%E0%B8%9A%E0%B9%80%E0%B8%81%E0%B8%AD%E0%B8%A3%E0%B8%B5%E0%B9%88%29%20%28%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%B2%E0%B8%96%E0%B8%B0%E0%B9%80%E0%B8%AD%E0%B8%AA%E0%B9%82%E0%B8%AD%E0%B9%80%E0%B8%AD%E0%B8%AA%29/%E0%B8%A5%E0%B8%B2%E0%B8%9A%E0%B9%80%E0%B8%95%E0%B9%89%E0%B8%B2%E0%B8%AB%E0%B8%B9%E0%B9%89.png
1625,เต้าหู้พะโล้,อาหารมังสวิรัติ,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742834504/%E0%B8%99%E0%B8%B2%E0%B8%96%E0%B8%B0%20S.O.S%20%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88%20%28%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%94%E0%B8%B7%E0%B9%88%E0%B8%A1%2C%20%E0%B9%80%E0%B8%9A%E0%B9%80%E0%B8%81%E0%B8%AD%E0%B8%A3%E0%B8%B5%E0%B9%88%29%20%28%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%B2%E0%B8%96%E0%B8%B0%E0%B9%80%E0%B8%AD%E0%B8%AA%E0%B9%82%E0%B8%AD%E0%B9%80%E0%B8%AD%E0%B8%AA%29/%E0%B9%80%E0%B8%95%E0%B9%89%E0%B8%B2%E0%B8%AB%E0%B8%B9%E0%B9%89%E0%B8%9E%E0%B8%B0%E0%B9%82%E0%B8%A5%E0%B9%89.png
1626,เต้าหู้ผัดพริกแกง,อาหารมังสวิรัติ,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742834502/%E0%B8%99%E0%B8%B2%E0%B8%96%E0%B8%B0%20S.O.S%20%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88%20%28%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%94%E0%B8%B7%E0%B9%88%E0%B8%A1%2C%20%E0%B9%80%E0%B8%9A%E0%B9%80%E0%B8%81%E0%B8%AD%E0%B8%A3%E0%B8%B5%E0%B9%88%29%20%28%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%B2%E0%B8%96%E0%B8%B0%E0%B9%80%E0%B8%AD%E0%B8%AA%E0%B9%82%E0%B8%AD%E0%B9%80%E0%B8%AD%E0%B8%AA%29/%E0%B9%80%E0%B8%95%E0%B9%89%E0%B8%B2%E0%B8%AB%E0%B8%B9%E0%B9%89%E0%B8%9C%E0%B8%B1%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B9%81%E0%B8%81%E0%B8%87.png
1627,จับฉ่าย,อาหารจีน,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742834377/%E0%B8%99%E0%B8%B2%E0%B8%96%E0%B8%B0%20S.O.S%20%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88%20%28%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%94%E0%B8%B7%E0%B9%88%E0%B8%A1%2C%20%E0%B9%80%E0%B8%9A%E0%B9%80%E0%B8%81%E0%B8%AD%E0%B8%A3%E0%B8%B5%E0%B9%88%29%20%28%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%B2%E0%B8%96%E0%B8%B0%E0%B9%80%E0%B8%AD%E0%B8%AA%E0%B9%82%E0%B8%AD%E0%B9%80%E0%B8%AD%E0%B8%AA%29/%E0%B8%88%E0%B8%B1%E0%B8%9A%E0%B8%89%E0%B9%88%E0%B8%B2%E0%B8%A2.png
1628,ข้าวซอยไก่,อาหารเหนือ,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742834356/%E0%B8%99%E0%B8%B2%E0%B8%96%E0%B8%B0%20S.O.S%20%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88%20%28%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%94%E0%B8%B7%E0%B9%88%E0%B8%A1%2C%20%E0%B9%80%E0%B8%9A%E0%B9%80%E0%B8%81%E0%B8%AD%E0%B8%A3%E0%B8%B5%E0%B9%88%29%20%28%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%B2%E0%B8%96%E0%B8%B0%E0%B9%80%E0%B8%AD%E0%B8%AA%E0%B9%82%E0%B8%AD%E0%B9%80%E0%B8%AD%E0%B8%AA%29/%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%8B%E0%B8%AD%E0%B8%A2%E0%B9%84%E0%B8%81%E0%B9%88.png
1629,ข้าวซอยหมู,อาหารเหนือ,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742834354/%E0%B8%99%E0%B8%B2%E0%B8%96%E0%B8%B0%20S.O.S%20%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88%20%28%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%94%E0%B8%B7%E0%B9%88%E0%B8%A1%2C%20%E0%B9%80%E0%B8%9A%E0%B9%80%E0%B8%81%E0%B8%AD%E0%B8%A3%E0%B8%B5%E0%B9%88%29%20%28%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%B2%E0%B8%96%E0%B8%B0%E0%B9%80%E0%B8%AD%E0%B8%AA%E0%B9%82%E0%B8%AD%E0%B9%80%E0%B8%AD%E0%B8%AA%29/%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%8B%E0%B8%AD%E0%B8%A2%E0%B8%AB%E0%B8%A1%E0%B8%B9.png
1630,บัตเตอร์ชิกเก้น,อาหารอินเดีย,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742834427/%E0%B8%99%E0%B8%B2%E0%B8%96%E0%B8%B0%20S.O.S%20%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88%20%28%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%94%E0%B8%B7%E0%B9%88%E0%B8%A1%2C%20%E0%B9%80%E0%B8%9A%E0%B9%80%E0%B8%81%E0%B8%AD%E0%B8%A3%E0%B8%B5%E0%B9%88%29%20%28%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%B2%E0%B8%96%E0%B8%B0%E0%B9%80%E0%B8%AD%E0%B8%AA%E0%B9%82%E0%B8%AD%E0%B9%80%E0%B8%AD%E0%B8%AA%29/%E0%B8%9A%E0%B8%B1%E0%B8%95%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%8A%E0%B8%B4%E0%B8%81%E0%B9%80%E0%B8%81%E0%B9%89%E0%B8%99.png
1631,ข้าวหมูแดง,"อาหารจีน, อาหารจานเดียว",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742834364/%E0%B8%99%E0%B8%B2%E0%B8%96%E0%B8%B0%20S.O.S%20%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88%20%28%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%94%E0%B8%B7%E0%B9%88%E0%B8%A1%2C%20%E0%B9%80%E0%B8%9A%E0%B9%80%E0%B8%81%E0%B8%AD%E0%B8%A3%E0%B8%B5%E0%B9%88%29%20%28%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%B2%E0%B8%96%E0%B8%B0%E0%B9%80%E0%B8%AD%E0%B8%AA%E0%B9%82%E0%B8%AD%E0%B9%80%E0%B8%AD%E0%B8%AA%29/%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B9%81%E0%B8%94%E0%B8%87.png
1632,ข้าวหน้าเป็ดย่าง,อาหารจานเดียว,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742834362/%E0%B8%99%E0%B8%B2%E0%B8%96%E0%B8%B0%20S.O.S%20%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88%20%28%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%94%E0%B8%B7%E0%B9%88%E0%B8%A1%2C%20%E0%B9%80%E0%B8%9A%E0%B9%80%E0%B8%81%E0%B8%AD%E0%B8%A3%E0%B8%B5%E0%B9%88%29%20%28%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%B2%E0%B8%96%E0%B8%B0%E0%B9%80%E0%B8%AD%E0%B8%AA%E0%B9%82%E0%B8%AD%E0%B9%80%E0%B8%AD%E0%B8%AA%29/%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%AB%E0%B8%99%E0%B9%89%E0%B8%B2%E0%B9%80%E0%B8%9B%E0%B9%87%E0%B8%94%E0%B8%A2%E0%B9%88%E0%B8%B2%E0%B8%87.png
