,menu_name,menu_category,menu_image
149,Japan Yuzu Soda,เครื่องดื่ม/น้ำผลไม้,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742831050/Middle%20Earth%20Coffee/Japan%20Yuzu%20Soda.png
150,บะหมี่หมูย่างหมูกรอบเกี๊ยวหมู,"อาหารจีน, ก๋วยเตี๋ยว",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742858519/%E0%B9%80%E0%B8%8A%E0%B9%87%E0%B8%87%E0%B8%8B%E0%B8%B4%E0%B8%A1%E0%B8%AD%E0%B8%B5%E0%B9%8A%20and%20%E0%B9%82%E0%B8%94%E0%B9%88%E0%B8%87%E0%B8%94%E0%B8%B1%E0%B8%87%E0%B8%9A%E0%B8%B0%E0%B8%AB%E0%B8%A1%E0%B8%B5%E0%B9%88%E0%B8%AE%E0%B9%88%E0%B8%AD%E0%B8%87%E0%B8%81%E0%B8%87/%E0%B8%9A%E0%B8%B0%E0%B8%AB%E0%B8%A1%E0%B8%B5%E0%B9%88%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B8%A2%E0%B9%88%E0%B8%B2%E0%B8%87%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B8%81%E0%B8%A3%E0%B8%AD%E0%B8%9A%E0%B9%80%E0%B8%81%E0%B8%B5%E0%B9%8A%E0%B8%A2%E0%B8%A7%E0%B8%AB%E0%B8%A1%E0%B8%B9.png
151,Pizza Margherita,"พิซซ่า,อาหารอิตาเลียน",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742833586/Zanotti%20IL%20Ristorante%20Italiano%20%28%E0%B8%8B%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%AD%E0%B8%95%E0%B8%95%E0%B8%B5%E0%B9%89%E0%B8%AD%E0%B8%B4%E0%B8%A5%29/Pizza%20Margherita.png
152,กุ้งกระเทียม,"อาหารตามสั่ง,อาหารไทย",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742834020/%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%A5%E0%B8%B8%E0%B8%87%E0%B8%8A%E0%B8%B1%E0%B8%A2/%E0%B8%81%E0%B8%B8%E0%B9%89%E0%B8%87%E0%B8%81%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%97%E0%B8%B5%E0%B8%A2%E0%B8%A1.png
153,พริกเผากุ้ง,"อาหารไทย,อาหารตามสั่ง",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742834137/%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%A5%E0%B8%B8%E0%B8%87%E0%B8%8A%E0%B8%B1%E0%B8%A2/%E0%B8%9E%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B9%80%E0%B8%9C%E0%B8%B2%E0%B8%81%E0%B8%B8%E0%B9%89%E0%B8%87.png
154,พริกเผาทะเล,"อาหารไทย,อาหารทะเล,อาหารตามสั่ง",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742834140/%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%A5%E0%B8%B8%E0%B8%87%E0%B8%8A%E0%B8%B1%E0%B8%A2/%E0%B8%9E%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B9%80%E0%B8%9C%E0%B8%B2%E0%B8%97%E0%B8%B0%E0%B9%80%E0%B8%A5.png
155,เส้นใหญ่ซีอิ๊วหมู,"อาหารอิตาเลียน,อาหารตามสั่ง",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742834181/%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%A5%E0%B8%B8%E0%B8%87%E0%B8%8A%E0%B8%B1%E0%B8%A2/%E0%B9%80%E0%B8%AA%E0%B9%89%E0%B8%99%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88%E0%B8%8B%E0%B8%B5%E0%B8%AD%E0%B8%B4%E0%B9%8A%E0%B8%A7%E0%B8%AB%E0%B8%A1%E0%B8%B9.png
156,เส้นใหญ่ซีอิ๊วปลาหมึก,"อาหารอิตาเลียน,อาหารทะเล,อาหารตามสั่ง",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742834179/%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%A5%E0%B8%B8%E0%B8%87%E0%B8%8A%E0%B8%B1%E0%B8%A2/%E0%B9%80%E0%B8%AA%E0%B9%89%E0%B8%99%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88%E0%B8%8B%E0%B8%B5%E0%B8%AD%E0%B8%B4%E0%B9%8A%E0%B8%A7%E0%B8%9B%E0%B8%A5%E0%B8%B2%E0%B8%AB%E0%B8%A1%E0%B8%B6%E0%B8%81.png
157,ข้่าวไข่เจียวแหนมทรงเครื่อง,"อาหารตามสั่ง,อาหารไทย",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742834126/%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%A5%E0%B8%B8%E0%B8%87%E0%B8%8A%E0%B8%B1%E0%B8%A2/%E0%B8%82%E0%B9%89%E0%B9%88%E0%B8%B2%E0%B8%A7%E0%B9%84%E0%B8%82%E0%B9%88%E0%B9%80%E0%B8%88%E0%B8%B5%E0%B8%A2%E0%B8%A7%E0%B9%81%E0%B8%AB%E0%B8%99%E0%B8%A1%E0%B8%97%E0%B8%A3%E0%B8%87%E0%B9%80%E0%B8%84%E0%B8%A3%E0%B8%B7%E0%B9%88%E0%B8%AD%E0%B8%87.png
158,ข้าวไข่เจียวกุ้ง,"อาหารตามสั่ง,อาหารทะเล",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742834122/%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%A5%E0%B8%B8%E0%B8%87%E0%B8%8A%E0%B8%B1%E0%B8%A2/%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B9%84%E0%B8%82%E0%B9%88%E0%B9%80%E0%B8%88%E0%B8%B5%E0%B8%A2%E0%B8%A7%E0%B8%81%E0%B8%B8%E0%B9%89%E0%B8%87.png
159,Deep fried mozzarella cheese & anchovies,"อาหารทะเล,อาหารอิตาเลียน",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742858230/Zanotti%20IL%20Ristorante%20Italiano%20%28%E0%B8%8B%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%AD%E0%B8%95%E0%B8%95%E0%B8%B5%E0%B9%89%E0%B8%AD%E0%B8%B4%E0%B8%A5%29/Deep%20fried%20mozzarella%20cheese%20and%20anchovies.png
160,พริกเผาปลาหมึก,"อาหารไทย,อาหารทะเล,อาหารตามสั่ง",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742834143/%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%A5%E0%B8%B8%E0%B8%87%E0%B8%8A%E0%B8%B1%E0%B8%A2/%E0%B8%9E%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B9%80%E0%B8%9C%E0%B8%B2%E0%B8%9B%E0%B8%A5%E0%B8%B2%E0%B8%AB%E0%B8%A1%E0%B8%B6%E0%B8%81.png
161,Pizza Napoletana,"พิซซ่า,อาหารอิตาเลียน",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742833592/Zanotti%20IL%20Ristorante%20Italiano%20%28%E0%B8%8B%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%AD%E0%B8%95%E0%B8%95%E0%B8%B5%E0%B9%89%E0%B8%AD%E0%B8%B4%E0%B8%A5%29/Pizza%20Napoletana.png
162,"Seafood, ham, mushroom and spicy Italian sausage Pizza","พิซซ่า,อาหารทะเล,อาหารอิตาเลียน",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742833615/Zanotti%20IL%20Ristorante%20Italiano%20%28%E0%B8%8B%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%AD%E0%B8%95%E0%B8%95%E0%B8%B5%E0%B9%89%E0%B8%AD%E0%B8%B4%E0%B8%A5%29/Seafood%2C%20ham%2C%20mushroom%20and%20spicy%20Italian%20sausage%20Pizza.png
163,"Calzone - spinach, cooked ham and mushroom","พิซซ่า,อาหารอิตาเลียน",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742833521/Zanotti%20IL%20Ristorante%20Italiano%20%28%E0%B8%8B%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%AD%E0%B8%95%E0%B8%95%E0%B8%B5%E0%B9%89%E0%B8%AD%E0%B8%B4%E0%B8%A5%29/Calzone%20-%20spinach%2C%20cooked%20ham%20and%20mushroom.png
164,Northern style grilled baby chicken,อาหารอิตาเลียน,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742833568/Zanotti%20IL%20Ristorante%20Italiano%20%28%E0%B8%8B%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%AD%E0%B8%95%E0%B8%95%E0%B8%B5%E0%B9%89%E0%B8%AD%E0%B8%B4%E0%B8%A5%29/Northern%20style%20grilled%20baby%20chicken.png
165,Beef fillet with rock salt and rosemary,อาหารอิตาเลียน,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742833513/Zanotti%20IL%20Ristorante%20Italiano%20%28%E0%B8%8B%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%AD%E0%B8%95%E0%B8%95%E0%B8%B5%E0%B9%89%E0%B8%AD%E0%B8%B4%E0%B8%A5%29/Beef%20fillet%20with%20rock%20salt%20and%20rosemary.png
166,"Ravioli filled with mozzarella, sweet tomato and basil",อาหารอิตาเลียน,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742833602/Zanotti%20IL%20Ristorante%20Italiano%20%28%E0%B8%8B%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%AD%E0%B8%95%E0%B8%95%E0%B8%B5%E0%B9%89%E0%B8%AD%E0%B8%B4%E0%B8%A5%29/Ravioli%20filled%20with%20mozzarella%2C%20sweet%20tomato%20and%20basil.png
167,เมลทส์ ลาซานญ่า,"ฟาสต์ฟู้ด/จานด่วน, เบอร์เกอร์, อาหารอิตาเลียน",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742832017/Pizza%20Hut%20%28%E0%B8%9E%E0%B8%B4%E0%B8%8B%E0%B8%8B%E0%B9%88%E0%B8%B2%E0%B8%AE%E0%B8%B1%E0%B8%97%29/%E0%B9%80%E0%B8%A1%E0%B8%A5%E0%B8%97%E0%B8%AA%E0%B9%8C%20%E0%B8%A5%E0%B8%B2%E0%B8%8B%E0%B8%B2%E0%B8%99%E0%B8%8D%E0%B9%88%E0%B8%B2.png
168,Penne with swordfish & eggplant in tomato sauce,"อาหารทะเล,อาหารอิตาเลียน",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742858233/Zanotti%20IL%20Ristorante%20Italiano%20%28%E0%B8%8B%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%AD%E0%B8%95%E0%B8%95%E0%B8%B5%E0%B9%89%E0%B8%AD%E0%B8%B4%E0%B8%A5%29/Penne%20with%20swordfish%20and%20eggplant%20in%20tomato%20sauce.png
169,Black squid ink linguine with seafood,"อาหารทะเล,อาหารอิตาเลียน",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742833514/Zanotti%20IL%20Ristorante%20Italiano%20%28%E0%B8%8B%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%AD%E0%B8%95%E0%B8%95%E0%B8%B5%E0%B9%89%E0%B8%AD%E0%B8%B4%E0%B8%A5%29/Black%20squid%20ink%20linguine%20with%20seafood.png
170,Spaghetti Vongole - fresh clams and Italian parsley,"อาหารทะเล,อาหารอิตาเลียน",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742833621/Zanotti%20IL%20Ristorante%20Italiano%20%28%E0%B8%8B%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%AD%E0%B8%95%E0%B8%95%E0%B8%B5%E0%B9%89%E0%B8%AD%E0%B8%B4%E0%B8%A5%29/Spaghetti%20Vongole%20-%20fresh%20clams%20and%20Italian%20parsley.png
171,"Spaghetti with artichoke from Italy, anchovies olives and capers",อาหารอิตาเลียน,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742833623/Zanotti%20IL%20Ristorante%20Italiano%20%28%E0%B8%8B%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%AD%E0%B8%95%E0%B8%95%E0%B8%B5%E0%B9%89%E0%B8%AD%E0%B8%B4%E0%B8%A5%29/Spaghetti%20with%20artichoke%20from%20Italy%2C%20anchovies%20olives%20and%20capers.png
172,Tripple Es-Yen,เครื่องดื่ม/น้ำผลไม้,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742858217/Wanna%20Brew%20Coffee%20%28%E0%B8%A7%E0%B8%AD%E0%B8%99%E0%B8%99%E0%B8%B2%E0%B8%9A%E0%B8%A3%E0%B8%B9%E0%B8%A7%E0%B8%84%E0%B8%AD%E0%B8%9F%E0%B8%9F%E0%B8%B5%E0%B9%88%29%20-%20Coffee%20Everyday%20and%20Specialty%20Coffee/Tripple%20Es-Yen.png
173,Wake Up!,เครื่องดื่ม/น้ำผลไม้,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742858222/Wanna%20Brew%20Coffee%20%28%E0%B8%A7%E0%B8%AD%E0%B8%99%E0%B8%99%E0%B8%B2%E0%B8%9A%E0%B8%A3%E0%B8%B9%E0%B8%A7%E0%B8%84%E0%B8%AD%E0%B8%9F%E0%B8%9F%E0%B8%B5%E0%B9%88%29%20-%20Coffee%20Everyday%20and%20Specialty%20Coffee/Wake%20Up%21.png
174,Cold Brew Orange,เครื่องดื่ม/น้ำผลไม้,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742858118/Wanna%20Brew%20Coffee%20%28%E0%B8%A7%E0%B8%AD%E0%B8%99%E0%B8%99%E0%B8%B2%E0%B8%9A%E0%B8%A3%E0%B8%B9%E0%B8%A7%E0%B8%84%E0%B8%AD%E0%B8%9F%E0%B8%9F%E0%B8%B5%E0%B9%88%29%20-%20Coffee%20Everyday%20and%20Specialty%20Coffee/Cold%20Brew%20Orange.png
175,Ossobuco with vegetable gremolade and mashed potato,อาหารอิตาเลียน,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742833570/Zanotti%20IL%20Ristorante%20Italiano%20%28%E0%B8%8B%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%AD%E0%B8%95%E0%B8%95%E0%B8%B5%E0%B9%89%E0%B8%AD%E0%B8%B4%E0%B8%A5%29/Ossobuco%20with%20vegetable%20gremolade%20and%20mashed%20potato.png
176,Grill King Prawn,"อาหารทะเล,อาหารอิตาเลียน",
177,"Mixed imported Italian cheese, Parmesan, Pecorino and gorgonzola",อาหารอิตาเลียน,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742833560/Zanotti%20IL%20Ristorante%20Italiano%20%28%E0%B8%8B%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%AD%E0%B8%95%E0%B8%95%E0%B8%B5%E0%B9%89%E0%B8%AD%E0%B8%B4%E0%B8%A5%29/Mixed%20imported%20Italian%20cheese%2C%20Parmesan%2C%20Pecorino%20and%20gorgonzola.png
178,Matcha Latte Frappe,เครื่องดื่ม/น้ำผลไม้,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742858191/Wanna%20Brew%20Coffee%20%28%E0%B8%A7%E0%B8%AD%E0%B8%99%E0%B8%99%E0%B8%B2%E0%B8%9A%E0%B8%A3%E0%B8%B9%E0%B8%A7%E0%B8%84%E0%B8%AD%E0%B8%9F%E0%B8%9F%E0%B8%B5%E0%B9%88%29%20-%20Coffee%20Everyday%20and%20Specialty%20Coffee/Matcha%20Latte%20Frappe.png
179,Plin - meat filled in mini ravioli in truffle sauce,อาหารอิตาเลียน,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742833599/Zanotti%20IL%20Ristorante%20Italiano%20%28%E0%B8%8B%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%AD%E0%B8%95%E0%B8%95%E0%B8%B5%E0%B9%89%E0%B8%AD%E0%B8%B4%E0%B8%A5%29/Plin%20-%20meat%20filled%20in%20mini%20ravioli%20in%20truffle%20sauce.png
180,Milano style saffron Risotto,อาหารอิตาเลียน,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742833558/Zanotti%20IL%20Ristorante%20Italiano%20%28%E0%B8%8B%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%AD%E0%B8%95%E0%B8%95%E0%B8%B5%E0%B9%89%E0%B8%AD%E0%B8%B4%E0%B8%A5%29/Milano%20style%20saffron%20Risotto.png
181,Carnaroli risotto with black ink and sesfood,"อาหารทะเล,อาหารอิตาเลียน",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742833523/Zanotti%20IL%20Ristorante%20Italiano%20%28%E0%B8%8B%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%AD%E0%B8%95%E0%B8%95%E0%B8%B5%E0%B9%89%E0%B8%AD%E0%B8%B4%E0%B8%A5%29/Carnaroli%20risotto%20with%20black%20ink%20and%20sesfood.png
182,Carnaroli risotto with mushroom and italian pork sausage,อาหารอิตาเลียน,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742833524/Zanotti%20IL%20Ristorante%20Italiano%20%28%E0%B8%8B%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%AD%E0%B8%95%E0%B8%95%E0%B8%B5%E0%B9%89%E0%B8%AD%E0%B8%B4%E0%B8%A5%29/Carnaroli%20risotto%20with%20mushroom%20and%20italian%20pork%20sausage.png
183,ข้าวผัด ไก่,"อาหารตามสั่ง,อาหารไทย",
184,ข้าวผัด กุ้ง,"อาหารทะเล,อาหารตามสั่ง",
185,ข้าวพริกแกงหมูกรอบ,"อาหารตามสั่ง,อาหารไทย",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742834097/%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%A5%E0%B8%B8%E0%B8%87%E0%B8%8A%E0%B8%B1%E0%B8%A2/%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%9E%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B9%81%E0%B8%81%E0%B8%87%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B8%81%E0%B8%A3%E0%B8%AD%E0%B8%9A.png
186,ข้าวผัด ทะเล,"อาหารทะเล,อาหารตามสั่ง",
187,ข้าวผัด กุนเชียง,"อาหารตามสั่ง,อาหารไทย",
188,มักกะโรนี,"อาหารอิตาเลียน,อาหารตามสั่ง",
189,ผัดซีอิ๊ว,"อาหารตามสั่ง,อาหารไทย",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742834129/%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%A5%E0%B8%B8%E0%B8%87%E0%B8%8A%E0%B8%B1%E0%B8%A2/%E0%B8%9C%E0%B8%B1%E0%B8%94%E0%B8%8B%E0%B8%B5%E0%B8%AD%E0%B8%B4%E0%B9%8A%E0%B8%A7.png
190,ข้าวผัดหมูสับ,"อาหารตามสั่ง,อาหารไทย",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742833691/%E0%B8%81%E0%B8%B0%E0%B9%80%E0%B8%9E%E0%B8%A3%E0%B8%B2%E0%B8%96%E0%B8%B2%E0%B8%94%E0%B8%9E%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B9%81%E0%B8%AB%E0%B9%89%E0%B8%87%E0%B8%AA%E0%B8%B9%E0%B8%95%E0%B8%A3%E0%B8%84%E0%B8%B8%E0%B8%93%E0%B9%81%E0%B8%A1%E0%B9%88%28%E0%B9%83%E0%B8%8A%E0%B9%89%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%AB%E0%B8%AD%E0%B8%A1%E0%B8%A1%E0%B8%B0%E0%B8%A5%E0%B8%B4%E0%B9%81%E0%B8%97%E0%B9%89%E0%B8%95%E0%B8%A3%E0%B8%B2%E0%B9%84%E0%B8%94%E0%B9%82%E0%B8%99%E0%B9%80%E0%B8%AA%E0%B8%B2%E0%B8%A3%E0%B9%8C%29/%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%9C%E0%B8%B1%E0%B8%94%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B8%AA%E0%B8%B1%E0%B8%9A.png
191,ข้าวผัด หมูกรอบ,"อาหารตามสั่ง,อาหารไทย",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742834050/%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%A5%E0%B8%B8%E0%B8%87%E0%B8%8A%E0%B8%B1%E0%B8%A2/%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%9C%E0%B8%B1%E0%B8%94%20%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B8%81%E0%B8%A3%E0%B8%AD%E0%B8%9A.png
192,ข้าวผัดปลาเค็ม,"อาหารไทย,อาหารตามสั่ง",
193,หอมทอด,ฟาสต์ฟู้ด/จานด่วน,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742830522/Burger%20King%20%28%E0%B9%80%E0%B8%9A%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%80%E0%B8%81%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%84%E0%B8%B4%E0%B8%87%29/%E0%B8%AB%E0%B8%AD%E0%B8%A1%E0%B8%97%E0%B8%AD%E0%B8%94.png
194,ข้าวไข่เจียว หมูสับ,"อาหารไทย,อาหารตามสั่ง",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742834119/%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%A5%E0%B8%B8%E0%B8%87%E0%B8%8A%E0%B8%B1%E0%B8%A2/%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B9%84%E0%B8%82%E0%B9%88%E0%B9%80%E0%B8%88%E0%B8%B5%E0%B8%A2%E0%B8%A7%20%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B8%AA%E0%B8%B1%E0%B8%9A.png
195,ข้าวไข่เจียว แหนม,"อาหารไทย,อาหารตามสั่ง",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742834120/%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%A5%E0%B8%B8%E0%B8%87%E0%B8%8A%E0%B8%B1%E0%B8%A2/%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B9%84%E0%B8%82%E0%B9%88%E0%B9%80%E0%B8%88%E0%B8%B5%E0%B8%A2%E0%B8%A7%20%E0%B9%81%E0%B8%AB%E0%B8%99%E0%B8%A1.png
196,ข้าวไข่เจียว ฝรั่ง,"อาหารตามสั่ง,อาหารไทย",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742834118/%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%A5%E0%B8%B8%E0%B8%87%E0%B8%8A%E0%B8%B1%E0%B8%A2/%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B9%84%E0%B8%82%E0%B9%88%E0%B9%80%E0%B8%88%E0%B8%B5%E0%B8%A2%E0%B8%A7%20%E0%B8%9D%E0%B8%A3%E0%B8%B1%E0%B9%88%E0%B8%87.png
197,ข้าวไข่เจียว กุ้ง,"อาหารตามสั่ง,อาหารไทย",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742834117/%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%A5%E0%B8%B8%E0%B8%87%E0%B8%8A%E0%B8%B1%E0%B8%A2/%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B9%84%E0%B8%82%E0%B9%88%E0%B9%80%E0%B8%88%E0%B8%B5%E0%B8%A2%E0%B8%A7%20%E0%B8%81%E0%B8%B8%E0%B9%89%E0%B8%87.png
198,ข้าวหน้าไข่ข้นแฮม,"อาหารตามสั่ง,อาหารไทย",
199,มักกะโรนีทะเล,"อาหารอิตาเลียน,อาหารทะเล,อาหารตามสั่ง",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742834162/%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%A5%E0%B8%B8%E0%B8%87%E0%B8%8A%E0%B8%B1%E0%B8%A2/%E0%B8%A1%E0%B8%B1%E0%B8%81%E0%B8%81%E0%B8%B0%E0%B9%82%E0%B8%A3%E0%B8%99%E0%B8%B5%E0%B8%97%E0%B8%B0%E0%B9%80%E0%B8%A5.png
200,เส้นใหญ่ซีอิ๊วไก่,"อาหารอิตาเลียน,อาหารตามสั่ง",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742834182/%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%A5%E0%B8%B8%E0%B8%87%E0%B8%8A%E0%B8%B1%E0%B8%A2/%E0%B9%80%E0%B8%AA%E0%B9%89%E0%B8%99%E0%B9%83%E0%B8%AB%E0%B8%8D%E0%B9%88%E0%B8%8B%E0%B8%B5%E0%B8%AD%E0%B8%B4%E0%B9%8A%E0%B8%A7%E0%B9%84%E0%B8%81%E0%B9%88.png
201,ผัดมักกะโรนีกุ้ง,"อาหารอิตาเลียน,อาหารทะเล,อาหารตามสั่ง",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742834131/%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%A5%E0%B8%B8%E0%B8%87%E0%B8%8A%E0%B8%B1%E0%B8%A2/%E0%B8%9C%E0%B8%B1%E0%B8%94%E0%B8%A1%E0%B8%B1%E0%B8%81%E0%B8%81%E0%B8%B0%E0%B9%82%E0%B8%A3%E0%B8%99%E0%B8%B5%E0%B8%81%E0%B8%B8%E0%B9%89%E0%B8%87.png
202,ข้าวผัดหมูกรอบ,"อาหารตามสั่ง,อาหารไทย",
203,ข้าวพริกเผาหมูกรอบ,"อาหารตามสั่ง,อาหารไทย",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742834084/%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%A5%E0%B8%B8%E0%B8%87%E0%B8%8A%E0%B8%B1%E0%B8%A2/%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%9E%E0%B8%A3%E0%B8%B4%E0%B8%81%E0%B9%80%E0%B8%9C%E0%B8%B2%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B8%81%E0%B8%A3%E0%B8%AD%E0%B8%9A.png
204,ข้าวกะเพราหมูกรอบ,"อาหารตามสั่ง,อาหารไทย",https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742834033/%E0%B8%84%E0%B8%A3%E0%B8%B1%E0%B8%A7%E0%B8%A5%E0%B8%B8%E0%B8%87%E0%B8%8A%E0%B8%B1%E0%B8%A2/%E0%B8%82%E0%B9%89%E0%B8%B2%E0%B8%A7%E0%B8%81%E0%B8%B0%E0%B9%80%E0%B8%9E%E0%B8%A3%E0%B8%B2%E0%B8%AB%E0%B8%A1%E0%B8%B9%E0%B8%81%E0%B8%A3%E0%B8%AD%E0%B8%9A.png
