restaurant_name,menu_name,cloudinary_url
ข้าวผัดผงกะหรี่ไข่ข้น & ขนมจีนน้ำยาปู อ่อนนุช65,ข้าวปูไข่ข้นผงกะหรี่,
ข้าวผัดผงกะหรี่ไข่ข้น & ขนมจีนน้ำยาปู อ่อนนุช65,ข้าวผัดผงกะหรี่,
ข้าวผัดผงกะหรี่ไข่ข้น & ขนมจีนน้ำยาปู อ่อนนุช65,ข้าวยำกุ้ง,
ข้าวผัดผงกะหรี่ไข่ข้น & ขนมจีนน้ำยาปู อ่อนนุช65,ข้าวยำปลาเค็มไข่ต้ม (ปลาอินทรีย์),
ข้าวผัดผงกะหรี่ไข่ข้น & ขนมจีนน้ำยาปู อ่อนนุช65,ข้าวห่อหมกไข่ข้น,
ข้าวผัดผงกะหรี่ไข่ข้น & ขนมจีนน้ำยาปู อ่อนนุช65,ข้าวอบมันกุ้ง,
ข้าวผัดผงกะหรี่ไข่ข้น & ขนมจีนน้ำยาปู อ่อนนุช65,ข้าวไข่ดาว,
ข้าวผัดผงกะหรี่ไข่ข้น & ขนมจีนน้ำยาปู อ่อนนุช65,ข้าวไข่ต้ม,
ข้าวผัดผงกะหรี่ไข่ข้น & ขนมจีนน้ำยาปู อ่อนนุช65,ข้าวไข่ต้มมันกุ้ง,
ข้าวผัดผงกะหรี่ไข่ข้น & ขนมจีนน้ำยาปู อ่อนนุช65,น้ำยากะทิ,
ข้าวผัดผงกะหรี่ไข่ข้น & ขนมจีนน้ำยาปู อ่อนนุช65,น้ำยากะทิปูพริกแกงใต้,
ลูกเจ้สาย-ข้าวแกง&ข้าวตามสั่ง#ของทอด,ปลาดุกทอดผัดพริกแกง,
ลูกเจ้สาย-ข้าวแกง&ข้าวตามสั่ง#ของทอด,ยำปลากระป๋อง,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,ข้าว หมูกรอบ,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,ข้าว หมูย่าง,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,ข้าวต้ม หมูสับ,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,ข้าวต้มบะเต็ง,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,ข้าวต้มหมูสับ,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,ข้าวหมูกรอบ,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,ข้าวหมูย่าง หมูกรอบ,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,ข้าวหมูย่าง,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,จั๊มบ๊ะ,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,ซ่าหริ่มทิมพร้าว,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,ต้มยำ,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,ทิมพร้าวแห้ว,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,น้ำมะตูม,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,น้ำลำใย,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,น้ำเก๊กฮวย,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,น้ำโอเลี้ยง,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,บะหมี่ ต้มยำ,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,บะหมี่ บะเต็ง,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,บะหมี่ ปู,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,บะหมี่ ลูกชิ้นปลาน้ำใส,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,บะหมี่ หมูกรอบ,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,บะหมี่ หมูกรอบเกี๊ยวกุ้ง,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,บะหมี่ หมูกรอบเกี๊ยวหมู,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,บะหมี่ หมูย่าง,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,บะหมี่ หมูย่างหมูกรอบ,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,บะหมี่ หมูย่างหมูกรอบเกี๊ยวกุ้ง,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,บะหมี่ หมูย่างหมูกรอบเกี๊ยวหมู,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,บะหมี่ หมูย่างเกี๊ยวกุ้ง,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,บะหมี่ หมูย่างเกี๊ยวหมู,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,บะหมี่ เย็นตาโฟ,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,บะหมี่บะเต็ง,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,บะหมี่ปู หมูกรอบเกี๊ยวกุ้ง,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,บะหมี่ปู หมูย่าง หมูกรอบเกี๊ยวกุ้ง,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,บะหมี่ปู หมูย่างเกี๊ยวกุ้ง,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,บะหมี่ปู,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,บะหมี่หมูกรอบ,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,บะหมี่หมูกรอบเกี๊ยวกุ้ง,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,บะหมี่หมูกรอบเกี๊ยวหมู,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,บะหมี่หมูย่าง,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,บะหมี่หมูย่างปูเกี๊ยวกุ้ง,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,บะหมี่หมูย่างหมูกรอบ,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,บะหมี่หมูย่างหมูกรอบเกี๊ยวกุ้ง,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,บะหมี่หมูย่างหมูกรอบเกี๊ยวหมู,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,บะหมี่หมูย่างเกี๊ยวกุ้ง,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,บะหมี่หมูย่างเกี๊ยวหมู,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,บะหมี่เกี๊ยวกุ้งล้วนไม่ใส่หมูย่าง,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,บัวลอยนมสด,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,บัวลอยน้ำ,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,บัวลอยแปะก๊วยนมสด,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,บัวลอยแปะก๊วยน้ำขิง.,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,ฟักเผือกมันมัน,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,รวมมิตร,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,ลอดช่องทรงเครื่อง,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,ลูกชิ้นปลา น้ำใส,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,ลูกชิ้นปลารวม ลวกจิ้ม,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,ลูกชิ้นรวม ลวกจิ้ม,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,วุ้นเส้น ต้มยำ,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,วุ้นเส้น ลูกชิ้นปลาน้ำใส,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,วุ้นเส้น เย็นตาโฟ,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,สลิ่มมะพร้าว,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,หมูกรอบ ซีฟู้ด,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,หมูกรอบซีฟูด,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,หมูรวม,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,หมูแดงหมูกรอบรวม,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,หริ่มทิมพร้าว,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,ห้าขุนพล,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,ห้านางฟ้า,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,ฮองเฮา,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,ฮ่องเต้,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,เกาเหลา เย็นตาโฟ,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,เกาเหลาลูกชิ้นปลา ต้มยำ,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,เกาเหลาลูกชิ้นปลาน้ำใส,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,เกี๊ยวกรอบแซ่บ,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,เกี๊ยวกุ้ง หมูกรอบ,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,เกี๊ยวกุ้ง หมูย่าง,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,เกี๊ยวกุ้ง หมูย่างหมูกรอบ,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,เกี๊ยวกุ้งกรอบ,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,เกี๊ยวกุ้งหมูกรอบ,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,เกี๊ยวกุ้งหมูย่าง ปู,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,เกี๊ยวกุ้งหมูย่าง หมูกรอบ,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,เกี๊ยวกุ้งหมูย่าง,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,เกี๊ยวกุ้งแซ่บ.,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,เกี๊ยวกุ้งแซ่บ,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,เกี๊ยวทอด,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,เกี๊ยวปลา ลวกจิ้ม,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,เกี๊ยวปลาลวกจิ้ม,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,เกี๊ยวหมู หมูกรอบ,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,เกี๊ยวหมู หมูย่าง หมูกรอบ,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,เกี๊ยวหมู หมูย่าง,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,เกี๊ยวหมูหมูกรอบ,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,เกี๊ยวหมูหมูย่าง หมูกรอบ,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,เกี๊ยวหมูหมูย่าง,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,เฉาก๊วย,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,เฉาก๊วยนมสด,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,เฉาก๊วยพาเพลิน,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,เช็งซิมอี๊,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,เช็งซิมอี๊หมี่หวาน,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,เผือก พร้าว กล้วย,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,เย็นตาโฟ,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,เล้งแซ่บ,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,เส้นหมี่ ลูกชิ้นปลาน้ำใส,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,เส้นหมี่ เย็นตาโฟ,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,เส้นหมี่ขาว ต้มยำ,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,เส้นเล็ก ต้มยำ,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,เส้นเล็ก ลูกชิ้นปลาน้ำใส,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,เส้นเล็ก เย็นตาโฟ,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,เส้นใหญ่ ต้มยำ,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,เส้นใหญ่ ลูกชิ้นปลาน้ำใส,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,เส้นใหญ่ เย็นตาโฟ,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,แปะก๊วยนมสด,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,แปะก๊วยน้ำขิง.,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,แปะก๊วยพร้าวเผา,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,แปะก๊วยพร้าวเผือก,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,แปะพร้าวเผา,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,โบ๊กเกี่ย,
เช็งซิมอี๊ & โด่งดังบะหมี่ฮ่องกง,โบ๊กเกี่ยวหมี่หวาน,
