restaurant_name,menu_name,cloudinary_url
Amatissimo Caffe Summakorn (Amatissimo Caffe),Matcha X Coconut Water,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742829889/Amatissimo%20Caffe%20Summakorn%20%28Amatissimo%20Caffe%29/Matcha%20X%20Coconut%20Water.png
Amatissimo Caffe Summakorn (Amatissimo Caffe),Mini Croissant,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742829891/Amatissimo%20Caffe%20Summakorn%20%28Amatissimo%20Caffe%29/Mini%20Croissant.png
Amatissimo Caffe Summakorn (Amatissimo Caffe),New Pain Au Chocolate,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742829894/Amatissimo%20Caffe%20Summakorn%20%28Amatissimo%20Caffe%29/New%20Pain%20Au%20Chocolate.png
Amatissimo Caffe Summakorn (Amatissimo Caffe),Not the Authentic SHAKSHUKA,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742829896/Amatissimo%20Caffe%20Summakorn%20%28Amatissimo%20Caffe%29/Not%20the%20Authentic%20SHAKSHUKA.png
Amatissimo Caffe Summakorn (Amatissimo Caffe),Okumidori Egg Tart,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742829899/Amatissimo%20Caffe%20Summakorn%20%28Amatissimo%20Caffe%29/Okumidori%20Egg%20Tart.png
Amatissimo Caffe Summakorn (Amatissimo Caffe),Old Fashion Apple Cake,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742829901/Amatissimo%20Caffe%20Summakorn%20%28Amatissimo%20Caffe%29/Old%20Fashion%20Apple%20Cake.png
Amatissimo Caffe Summakorn (Amatissimo Caffe),Piece of Canele 2.0,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742829905/Amatissimo%20Caffe%20Summakorn%20%28Amatissimo%20Caffe%29/Piece%20of%20Canele%202.0.png
Amatissimo Caffe Summakorn (Amatissimo Caffe),Popeyes Brekkie,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742829907/Amatissimo%20Caffe%20Summakorn%20%28Amatissimo%20Caffe%29/Popeyes%20Brekkie.png
Amatissimo Caffe Summakorn (Amatissimo Caffe),Salted Egg Yolk,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742829910/Amatissimo%20Caffe%20Summakorn%20%28Amatissimo%20Caffe%29/Salted%20Egg%20Yolk.png
Amatissimo Caffe Summakorn (Amatissimo Caffe),Strawberry Spread,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742829912/Amatissimo%20Caffe%20Summakorn%20%28Amatissimo%20Caffe%29/Strawberry%20Spread.png
Amatissimo Caffe Summakorn (Amatissimo Caffe),Strawberry Swing,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742829914/Amatissimo%20Caffe%20Summakorn%20%28Amatissimo%20Caffe%29/Strawberry%20Swing.png
Amatissimo Caffe Summakorn (Amatissimo Caffe),Strawberryland Milk,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742829916/Amatissimo%20Caffe%20Summakorn%20%28Amatissimo%20Caffe%29/Strawberryland%20Milk.png
Amatissimo Caffe Summakorn (Amatissimo Caffe),The Blondy Chocolete,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742829918/Amatissimo%20Caffe%20Summakorn%20%28Amatissimo%20Caffe%29/The%20Blondy%20Chocolete.png
Amatissimo Caffe Summakorn (Amatissimo Caffe),The Darkest,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742829921/Amatissimo%20Caffe%20Summakorn%20%28Amatissimo%20Caffe%29/The%20Darkest.png
Amatissimo Caffe Summakorn (Amatissimo Caffe),The Frenchie,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742829924/Amatissimo%20Caffe%20Summakorn%20%28Amatissimo%20Caffe%29/The%20Frenchie.png
Amatissimo Caffe Summakorn (Amatissimo Caffe),The Signature Pecan Pie,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742829926/Amatissimo%20Caffe%20Summakorn%20%28Amatissimo%20Caffe%29/The%20Signature%20Pecan%20Pie.png
Amatissimo Caffe Summakorn (Amatissimo Caffe),The Ultimate Flourless Choc Cake,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742829927/Amatissimo%20Caffe%20Summakorn%20%28Amatissimo%20Caffe%29/The%20Ultimate%20Flourless%20Choc%20Cake.png
Amatissimo Caffe Summakorn (Amatissimo Caffe),The Ultimate Flourless Chocolate Cake,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742829929/Amatissimo%20Caffe%20Summakorn%20%28Amatissimo%20Caffe%29/The%20Ultimate%20Flourless%20Chocolate%20Cake.png
Amatissimo Caffe Summakorn (Amatissimo Caffe),Triple T Sourdough,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742829932/Amatissimo%20Caffe%20Summakorn%20%28Amatissimo%20Caffe%29/Triple%20T%20Sourdough.png
Amatissimo Caffe Summakorn (Amatissimo Caffe),Truffle Scrambled Eggs.,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742829934/Amatissimo%20Caffe%20Summakorn%20%28Amatissimo%20Caffe%29/Truffle%20Scrambled%20Eggs..png
Amatissimo Caffe Summakorn (Amatissimo Caffe),Turkish Eggs,https://res.cloudinary.com/dsjt3qmgp/image/upload/v1742829937/Amatissimo%20Caffe%20Summakorn%20%28Amatissimo%20Caffe%29/Turkish%20Eggs.png
